2026-09-13 10:04:58 | INFO | movieclaw_db.engine | 数据库引擎已初始化：sqlite+aiosqlite:///./.tmp-uidev/data/movieclaw.db
2026-09-13 10:05:01 | INFO | movieclaw_tracker.registry | Registered site: ourbits (OurBits)
2026-09-13 10:05:01 | INFO | movieclaw_tracker.registry | Registered site: piggo (猪猪网 Piggo)
2026-09-13 10:05:01 | INFO | movieclaw_tracker.registry | Registered site: pter (猫站)
2026-09-13 10:05:01 | INFO | movieclaw_tracker.registry | Registered site: pthome (铂金家)
2026-09-13 10:05:01 | INFO | movieclaw_tracker.registry | Registered site: pttime (PTTime)
2026-09-13 10:05:01 | INFO | movieclaw_tracker.registry | Registered site: soulvoice (聆音)
2026-09-13 10:05:01 | INFO | movieclaw_tracker.registry | Registered site: ssd (不可说)
2026-09-13 10:05:01 | INFO | movieclaw_tracker.registry | Registered site: tjupt (北洋园)
2026-09-13 10:05:01 | INFO | movieclaw_tracker.registry | Registered site: ttg (听听歌)
2026-09-13 10:05:01 | INFO | movieclaw_tracker.registry | Registered site: mteam (M-Team)
2026-09-13 10:05:01 | INFO | movieclaw_tracker.registry | Registered site: nicept (NicePT)
2026-09-13 10:05:01 | INFO | movieclaw_tracker.registry | Registered site: ourbits (OurBits)
2026-09-13 10:05:01 | INFO | movieclaw_tracker.registry | Registered site: piggo (猪猪网 Piggo)
2026-09-13 10:05:01 | INFO | movieclaw_tracker.registry | Registered site: pter (猫站)
2026-09-13 10:05:01 | INFO | movieclaw_tracker.registry | Registered site: pthome (铂金家)
2026-09-13 10:05:01 | INFO | movieclaw_tracker.registry | Registered site: pttime (PTTime)
2026-09-13 10:05:01 | INFO | movieclaw_tracker.registry | Registered site: soulvoice (聆音)
2026-09-13 10:05:01 | INFO | movieclaw_tracker.registry | Registered site: ssd (不可说)
2026-09-13 10:05:01 | INFO | movieclaw_tracker.registry | Registered site: tjupt (北洋园)
2026-09-13 10:05:01 | INFO | movieclaw_tracker.registry | Registered site: ttg (听听歌)
2026-09-13 10:05:01 | INFO | movieclaw_scheduler.service | 已为新任务播种默认调度：backfill_media_series（作品系列回填）
2026-09-13 10:05:01 | INFO | movieclaw_scheduler.service | 已为新任务播种默认调度：backfill_nfo_absorption（本地 NFO 吸收回填）
2026-09-13 10:05:01 | INFO | movieclaw_scheduler.service | 已为新任务播种默认调度：backfill_upgrade_snapshots（洗版基线回填）
2026-09-13 10:05:01 | INFO | movieclaw_scheduler.service | 已为新任务播种默认调度：check_app_update（检查应用更新）
2026-09-13 10:05:01 | INFO | movieclaw_scheduler.service | 已为新任务播种默认调度：check_download_progress（订阅下载换源巡检）
2026-09-13 10:05:01 | INFO | movieclaw_scheduler.service | 已为新任务播种默认调度：cleanup_cache_entries（清理过期的持久缓存）
2026-09-13 10:05:01 | INFO | movieclaw_scheduler.service | 已为新任务播种默认调度：cleanup_task_runs（清理定时任务执行历史）
2026-09-13 10:05:01 | INFO | movieclaw_scheduler.service | 已为新任务播种默认调度：library_ingest（监听导入（兜底巡检））
2026-09-13 10:05:01 | INFO | movieclaw_scheduler.service | 已为新任务播种默认调度：library_reconcile（媒体库对账）
2026-09-13 10:05:01 | INFO | movieclaw_scheduler.service | 已为新任务播种默认调度：library_recycle_orphan_sweep（回收站孤儿清扫）
2026-09-13 10:05:01 | INFO | movieclaw_scheduler.service | 已为新任务播种默认调度：library_recycle_purge（回收站到期清理）
2026-09-13 10:05:01 | INFO | movieclaw_scheduler.service | 已为新任务播种默认调度：match_new_torrents（订阅被动匹配（兜底扫描））
2026-09-13 10:05:01 | INFO | movieclaw_scheduler.service | 已为新任务播种默认调度：ratio_boost（自动刷分享率）
2026-09-13 10:05:01 | INFO | movieclaw_scheduler.service | 已为新任务播种默认调度：refresh_media_metadata（元数据定时刷新）
2026-09-13 10:05:01 | INFO | movieclaw_scheduler.service | 已为新任务播种默认调度：search_wanted（订阅缺口搜索）
2026-09-13 10:05:01 | INFO | movieclaw_scheduler.service | 已为新任务播种默认调度：sync_site_torrents（同步站点最新种子）
2026-09-13 10:05:01 | INFO | apscheduler.scheduler | Scheduler started
2026-09-13 10:05:01 | INFO | apscheduler.scheduler | Added job "作品系列回填" to job store "default"
2026-09-13 10:05:01 | INFO | movieclaw_scheduler.service | 已加载定时任务：backfill_media_series，下次触发：2026-09-13 10:10:01.786340+08:00
2026-09-13 10:05:01 | INFO | apscheduler.scheduler | Added job "本地 NFO 吸收回填" to job store "default"
2026-09-13 10:05:01 | INFO | movieclaw_scheduler.service | 已加载定时任务：backfill_nfo_absorption，下次触发：2026-09-13 10:10:01.788341+08:00
2026-09-13 10:05:01 | INFO | apscheduler.scheduler | Added job "洗版基线回填" to job store "default"
2026-09-13 10:05:01 | INFO | movieclaw_scheduler.service | 已加载定时任务：backfill_upgrade_snapshots，下次触发：2026-09-13 10:20:01.790341+08:00
2026-09-13 10:05:01 | INFO | apscheduler.scheduler | Added job "检查应用更新" to job store "default"
2026-09-13 10:05:01 | INFO | movieclaw_scheduler.service | 已加载定时任务：check_app_update，下次触发：2026-09-13 11:05:01.792340+08:00
2026-09-13 10:05:01 | INFO | apscheduler.scheduler | Added job "订阅下载换源巡检" to job store "default"
2026-09-13 10:05:01 | INFO | movieclaw_scheduler.service | 已加载定时任务：check_download_progress，下次触发：2026-09-13 10:10:01.794341+08:00
2026-09-13 10:05:01 | INFO | apscheduler.scheduler | Added job "清理过期的持久缓存" to job store "default"
2026-09-13 10:05:01 | INFO | movieclaw_scheduler.service | 已加载定时任务：cleanup_cache_entries，下次触发：2026-09-14 04:40:00+08:00
2026-09-13 10:05:01 | INFO | apscheduler.scheduler | Added job "清理定时任务执行历史" to job store "default"
2026-09-13 10:05:01 | INFO | movieclaw_scheduler.service | 已加载定时任务：cleanup_task_runs，下次触发：2026-09-14 04:30:00+08:00
2026-09-13 10:05:01 | INFO | apscheduler.scheduler | Added job "监听导入（兜底巡检）" to job store "default"
2026-09-13 10:05:01 | INFO | movieclaw_scheduler.service | 已加载定时任务：library_ingest，下次触发：2026-09-13 11:05:01.799582+08:00
2026-09-13 10:05:01 | INFO | apscheduler.scheduler | Added job "媒体库对账" to job store "default"
2026-09-13 10:05:01 | INFO | movieclaw_scheduler.service | 已加载定时任务：library_reconcile，下次触发：2026-09-13 16:05:01.800587+08:00
2026-09-13 10:05:01 | INFO | apscheduler.scheduler | Added job "回收站孤儿清扫" to job store "default"
2026-09-13 10:05:01 | INFO | movieclaw_scheduler.service | 已加载定时任务：library_recycle_orphan_sweep，下次触发：2026-09-14 04:40:00+08:00
2026-09-13 10:05:01 | INFO | apscheduler.scheduler | Added job "回收站到期清理" to job store "default"
2026-09-13 10:05:01 | INFO | movieclaw_scheduler.service | 已加载定时任务：library_recycle_purge，下次触发：2026-09-13 11:05:01.804587+08:00
2026-09-13 10:05:01 | INFO | apscheduler.scheduler | Added job "订阅被动匹配（兜底扫描）" to job store "default"
2026-09-13 10:05:01 | INFO | movieclaw_scheduler.service | 已加载定时任务：match_new_torrents，下次触发：2026-09-13 11:05:01.806591+08:00
2026-09-13 10:05:01 | INFO | apscheduler.scheduler | Added job "自动刷分享率" to job store "default"
2026-09-13 10:05:01 | INFO | movieclaw_scheduler.service | 已加载定时任务：ratio_boost，下次触发：2026-09-13 10:10:01.808590+08:00
2026-09-13 10:05:01 | INFO | apscheduler.scheduler | Added job "元数据定时刷新" to job store "default"
2026-09-13 10:05:01 | INFO | movieclaw_scheduler.service | 已加载定时任务：refresh_media_metadata，下次触发：2026-09-13 10:20:01.809591+08:00
2026-09-13 10:05:01 | INFO | apscheduler.scheduler | Added job "订阅缺口搜索" to job store "default"
2026-09-13 10:05:01 | INFO | movieclaw_scheduler.service | 已加载定时任务：search_wanted，下次触发：2026-09-13 10:10:01.811588+08:00
2026-09-13 10:05:01 | INFO | apscheduler.scheduler | Added job "同步站点最新种子" to job store "default"
2026-09-13 10:05:01 | INFO | movieclaw_scheduler.service | 已加载定时任务：sync_site_torrents，下次触发：2026-09-13 10:07:01.813588+08:00
2026-09-13 10:05:01 | INFO | movieclaw_scheduler.service | 定时任务加载完成，共 16 个
2026-09-13 10:05:01 | INFO | movieclaw_scheduler.service | 调度器已启动（时区：Asia/Shanghai）
2026-09-13 10:05:01 | INFO | movieclaw_api.boost_bandwidth | 刷流带宽哨兵已启动（上行受压时刷流下载秒级让路）
2026-09-13 10:05:01 | INFO | movieclaw_api.settings.store | 已保存配置域：jellyfin.compat
2026-09-13 10:05:01 | WARNING | movieclaw_jellyfin.udp | 无法监听 UDP 7359（[WinError 10048] 通常每个套接字地址(协议/网络地址/端口)只允许使用一次。），局域网自动发现不可用；播放器手动填地址不受影响
2026-09-13 10:05:01 | INFO | movieclaw_api.jobs | 持久化任务执行器已启动：owner=worker_02b0cb6c0f504576957a3f3b08ec8cf9 parallel=4
2026-09-13 10:05:01 | INFO | movieclaw_api.lifespan | 应用启动完成，数据库就绪
2026-09-13 10:05:01 | INFO | movieclaw_api.playback.hwprobe | 未检测到可用的硬件加速——需要转码的片子只能走软件转码（默认关闭，播放此类影片时会弹窗征求开启）。逐后端原因如下：Intel / AMD 显卡（VAAPI）：当前 ffmpeg 构建不含 h264_vaapi 编码器。官方镜像已内置支持；自行编译或使用发行版 ffmpeg 时可能缺少。；Intel 核显（QSV）：未检测到 /dev/dri。容器部署需要把显卡设备挂进容器——在 compose 的服务下加 `devices: ["/dev/dri:/dev/dri"]` 后重启。；NVIDIA 显卡（NVENC）：未检测到 NVIDIA 设备节点。Docker 部署需要先在宿主机装 NVIDIA Container Toolkit，再在 compose 里加 `runtime: nvidia` 与 `NVIDIA_VISIBLE_DEVICES=all`（或声明 `deploy.resources.reservations.devices`、`docker run --gpus all`）。注意 NVIDIA 独显不走 /dev/dri，宿主机没有核显时别去挂它。；Apple 芯片（VideoToolbox）：当前 ffmpeg 构建不含 h264_videotoolbox 编码器。这是 macOS 专有的加速方式，Linux 上不存在，属正常情况。
2026-09-13 10:05:14 | INFO | movieclaw_api.access | method=GET path=/api/v1/auth/bootstrap status_code=200 duration_ms=2284.98 message=request completed
2026-09-13 10:05:24 | INFO | movieclaw_api.access | method=GET path=/api/v1/appearance status_code=200 duration_ms=1.92 message=request completed
2026-09-13 10:05:24 | INFO | movieclaw_api.access | method=GET path=/api/v1/auth/bootstrap status_code=200 duration_ms=2.00 message=request completed
2026-09-13 10:05:34 | INFO | movieclaw_api.settings.store | 已保存配置域：auth.admin
2026-09-13 10:05:34 | INFO | movieclaw_api.auth | 超级管理员账号已创建：admin
2026-09-13 10:05:34 | INFO | movieclaw_api.settings.store | 已保存配置域：system.bootstrap
2026-09-13 10:05:34 | INFO | movieclaw_api.settings.store | 已保存配置域：auth.session
2026-09-13 10:05:34 | INFO | movieclaw_api.auth | 已自动生成登录会话签名密钥
2026-09-13 10:05:34 | INFO | movieclaw_api.access | method=POST path=/api/v1/auth/bootstrap status_code=200 duration_ms=63.89 message=request completed
2026-09-13 10:05:35 | INFO | movieclaw_api.access | method=GET path=/api/v1/auth/bootstrap status_code=200 duration_ms=1.64 message=request completed
2026-09-13 10:05:35 | INFO | movieclaw_api.access | method=GET path=/api/v1/auth/me status_code=200 duration_ms=1.17 message=request completed
2026-09-13 10:05:35 | INFO | movieclaw_api.access | method=GET path=/api/v1/system/notices status_code=200 duration_ms=6.75 message=request completed
2026-09-13 10:05:35 | INFO | movieclaw_api.access | method=GET path=/api/v1/app/update/pending status_code=200 duration_ms=4.30 message=request completed
2026-09-13 10:05:36 | INFO | movieclaw_api.access | method=GET path=/api/v1/subscriptions status_code=200 duration_ms=5.24 message=request completed
2026-09-13 10:05:36 | INFO | movieclaw_api.access | method=GET path=/api/v1/llm/models status_code=200 duration_ms=12.77 message=request completed
2026-09-13 10:05:36 | INFO | movieclaw_api.access | method=GET path=/api/v1/sessions status_code=200 duration_ms=11.25 message=request completed
2026-09-13 10:05:36 | INFO | movieclaw_api.access | method=GET path=/api/v1/ui/preferences status_code=200 duration_ms=9.15 message=request completed
2026-09-13 10:05:36 | INFO | movieclaw_api.access | method=GET path=/api/v1/search/presets status_code=200 duration_ms=8.45 message=request completed
2026-09-13 10:05:36 | INFO | movieclaw_api.access | method=GET path=/api/v1/jobs status_code=200 duration_ms=8.34 message=request completed
2026-09-13 10:05:36 | INFO | movieclaw_api.access | method=GET path=/api/v1/jobs status_code=200 duration_ms=12.90 message=request completed
2026-09-13 10:05:36 | INFO | movieclaw_api.access | method=GET path=/api/v1/appearance status_code=200 duration_ms=0.93 message=request completed
2026-09-13 10:05:36 | INFO | movieclaw_api.access | method=GET path=/api/v1/llm/providers status_code=200 duration_ms=8.20 message=request completed
2026-09-13 10:05:36 | INFO | movieclaw_api.access | method=GET path=/api/v1/system/notices status_code=200 duration_ms=5.14 message=request completed
2026-09-13 10:05:36 | INFO | movieclaw_api.access | method=GET path=/api/v1/downloaders/tasks status_code=200 duration_ms=45.99 message=request completed
2026-09-13 10:05:36 | INFO | movieclaw_api.access | method=GET path=/api/v1/app/update/pending status_code=200 duration_ms=1.89 message=request completed
2026-09-13 10:05:36 | INFO | movieclaw_api.access | method=GET path=/api/v1/jobs/stream status_code=200 duration_ms=14.81 message=request completed
2026-09-13 10:05:36 | INFO | movieclaw_api.access | method=GET path=/api/v1/subscriptions status_code=200 duration_ms=2.24 message=request completed
2026-09-13 10:05:36 | INFO | movieclaw_api.access | method=GET path=/api/v1/search/presets status_code=200 duration_ms=0.74 message=request completed
2026-09-13 10:05:36 | INFO | movieclaw_api.access | method=GET path=/api/v1/ui/preferences status_code=200 duration_ms=0.58 message=request completed
2026-09-13 10:05:36 | INFO | movieclaw_api.access | method=GET path=/api/v1/sessions status_code=200 duration_ms=4.61 message=request completed
2026-09-13 10:05:36 | INFO | movieclaw_api.access | method=GET path=/api/v1/appearance status_code=200 duration_ms=1.40 message=request completed
2026-09-13 10:05:36 | INFO | movieclaw_api.access | method=GET path=/api/v1/llm/providers status_code=200 duration_ms=3.43 message=request completed
2026-09-13 10:05:36 | INFO | movieclaw_api.access | method=GET path=/api/v1/jobs status_code=200 duration_ms=7.31 message=request completed
2026-09-13 10:05:36 | INFO | movieclaw_api.access | method=GET path=/api/v1/jobs status_code=200 duration_ms=5.43 message=request completed
2026-09-13 10:05:36 | INFO | movieclaw_api.access | method=GET path=/api/v1/downloaders/tasks status_code=200 duration_ms=8.97 message=request completed
2026-09-13 10:05:46 | INFO | movieclaw_api.access | method=GET path=/api/v1/downloaders/tasks status_code=200 duration_ms=6.63 message=request completed
2026-09-13 10:05:51 | INFO | movieclaw_api.access | method=GET path=/api/v1/jobs status_code=200 duration_ms=2.14 message=request completed
2026-09-13 10:05:51 | INFO | movieclaw_api.access | method=GET path=/api/v1/jobs status_code=200 duration_ms=5.35 message=request completed
2026-09-13 10:05:56 | INFO | movieclaw_api.access | method=GET path=/api/v1/downloaders/tasks status_code=200 duration_ms=6.39 message=request completed
2026-09-13 10:06:04 | INFO | movieclaw_api.access | method=GET path=/api/v1/auth/bootstrap status_code=200 duration_ms=1.83 message=request completed
2026-09-13 10:06:04 | INFO | movieclaw_api.access | method=GET path=/api/v1/auth/me status_code=200 duration_ms=0.82 message=request completed
2026-09-13 10:06:04 | INFO | movieclaw_api.access | method=GET path=/api/v1/app/update/pending status_code=200 duration_ms=2.83 message=request completed
2026-09-13 10:06:04 | INFO | movieclaw_api.access | method=GET path=/api/v1/subscriptions status_code=200 duration_ms=6.95 message=request completed
2026-09-13 10:06:04 | INFO | movieclaw_api.access | method=GET path=/api/v1/sessions status_code=200 duration_ms=5.37 message=request completed
2026-09-13 10:06:04 | INFO | movieclaw_api.access | method=GET path=/api/v1/ui/preferences status_code=200 duration_ms=0.74 message=request completed
2026-09-13 10:06:04 | INFO | movieclaw_api.access | method=GET path=/api/v1/search/presets status_code=200 duration_ms=0.72 message=request completed
2026-09-13 10:06:04 | INFO | movieclaw_api.access | method=GET path=/api/v1/appearance status_code=200 duration_ms=1.79 message=request completed
2026-09-13 10:06:04 | INFO | movieclaw_api.access | method=GET path=/api/v1/downloaders/tasks status_code=200 duration_ms=8.07 message=request completed
2026-09-13 10:06:04 | INFO | movieclaw_api.access | method=GET path=/api/v1/jobs/stream status_code=200 duration_ms=1.49 message=request completed
2026-09-13 10:06:04 | INFO | movieclaw_api.access | method=GET path=/api/v1/jobs status_code=200 duration_ms=6.20 message=request completed
2026-09-13 10:06:04 | INFO | movieclaw_api.access | method=GET path=/api/v1/llm/providers status_code=200 duration_ms=5.12 message=request completed
2026-09-13 10:06:04 | INFO | movieclaw_api.access | method=GET path=/api/v1/jobs status_code=200 duration_ms=10.06 message=request completed
2026-09-13 10:06:04 | INFO | movieclaw_api.access | method=GET path=/api/v1/app/update/pending status_code=200 duration_ms=2.18 message=request completed
2026-09-13 10:06:04 | INFO | movieclaw_api.access | method=GET path=/api/v1/subscriptions status_code=200 duration_ms=3.19 message=request completed
2026-09-13 10:06:04 | INFO | movieclaw_api.access | method=GET path=/api/v1/ui/preferences status_code=200 duration_ms=0.68 message=request completed
2026-09-13 10:06:04 | INFO | movieclaw_api.access | method=GET path=/api/v1/search/presets status_code=200 duration_ms=0.71 message=request completed
2026-09-13 10:06:04 | INFO | movieclaw_api.access | method=GET path=/api/v1/appearance status_code=200 duration_ms=0.83 message=request completed
2026-09-13 10:06:04 | INFO | movieclaw_api.access | method=GET path=/api/v1/sessions status_code=200 duration_ms=7.03 message=request completed
2026-09-13 10:06:04 | INFO | movieclaw_api.access | method=GET path=/api/v1/downloaders/tasks status_code=200 duration_ms=6.17 message=request completed
2026-09-13 10:06:04 | INFO | movieclaw_api.access | method=GET path=/api/v1/llm/providers status_code=200 duration_ms=2.73 message=request completed
2026-09-13 10:06:04 | INFO | movieclaw_api.access | method=GET path=/api/v1/jobs status_code=200 duration_ms=5.12 message=request completed
2026-09-13 10:06:04 | INFO | movieclaw_api.access | method=GET path=/api/v1/jobs status_code=200 duration_ms=3.39 message=request completed
2026-09-13 10:06:14 | INFO | movieclaw_api.access | method=GET path=/api/v1/downloaders/tasks status_code=200 duration_ms=6.21 message=request completed
2026-09-13 10:06:18 | INFO | movieclaw_api.settings.store | 已保存配置域：ui.preferences
2026-09-13 10:06:18 | INFO | movieclaw_api.access | method=PUT path=/api/v1/ui/preferences status_code=200 duration_ms=5.21 message=request completed
2026-09-13 10:06:18 | INFO | movieclaw_api.access | method=GET path=/api/v1/app/update/pending status_code=200 duration_ms=1.97 message=request completed
2026-09-13 10:06:18 | INFO | movieclaw_api.access | method=GET path=/api/v1/system/notices status_code=200 duration_ms=5.48 message=request completed
2026-09-13 10:06:18 | INFO | movieclaw_api.access | method=GET path=/api/v1/app/update/pending status_code=200 duration_ms=2.27 message=request completed
2026-09-13 10:06:18 | INFO | movieclaw_api.access | method=GET path=/api/v1/system/notices status_code=200 duration_ms=2.59 message=request completed
2026-09-13 10:06:19 | INFO | movieclaw_api.access | method=GET path=/api/v1/jobs status_code=200 duration_ms=6.79 message=request completed
2026-09-13 10:06:19 | INFO | movieclaw_api.access | method=GET path=/api/v1/jobs status_code=200 duration_ms=3.89 message=request completed
2026-09-13 10:06:21 | INFO | movieclaw_api.access | method=GET path=/api/v1/auth/bootstrap status_code=200 duration_ms=1.86 message=request completed
2026-09-13 10:06:21 | INFO | movieclaw_api.access | method=GET path=/api/v1/auth/me status_code=200 duration_ms=0.91 message=request completed
2026-09-13 10:06:21 | INFO | movieclaw_api.access | method=GET path=/api/v1/ui/preferences status_code=200 duration_ms=0.59 message=request completed
2026-09-13 10:06:21 | INFO | movieclaw_api.access | method=GET path=/api/v1/system/notices status_code=200 duration_ms=6.83 message=request completed
2026-09-13 10:06:21 | INFO | movieclaw_api.access | method=GET path=/api/v1/sessions status_code=200 duration_ms=3.31 message=request completed
2026-09-13 10:06:21 | INFO | movieclaw_api.access | method=GET path=/api/v1/subscriptions status_code=200 duration_ms=6.05 message=request completed
2026-09-13 10:06:21 | INFO | movieclaw_api.access | method=GET path=/api/v1/appearance status_code=200 duration_ms=1.19 message=request completed
2026-09-13 10:06:21 | INFO | movieclaw_api.access | method=GET path=/api/v1/search/presets status_code=200 duration_ms=0.78 message=request completed
2026-09-13 10:06:21 | INFO | movieclaw_api.access | method=GET path=/api/v1/jobs status_code=200 duration_ms=4.03 message=request completed
2026-09-13 10:06:21 | INFO | movieclaw_api.access | method=GET path=/api/v1/downloaders/tasks status_code=200 duration_ms=14.53 message=request completed
2026-09-13 10:06:21 | INFO | movieclaw_api.access | method=GET path=/api/v1/llm/providers status_code=200 duration_ms=2.34 message=request completed
2026-09-13 10:06:21 | INFO | movieclaw_api.access | method=GET path=/api/v1/jobs status_code=200 duration_ms=5.31 message=request completed
2026-09-13 10:06:21 | INFO | movieclaw_api.access | method=GET path=/api/v1/jobs/stream status_code=200 duration_ms=2.49 message=request completed
2026-09-13 10:06:21 | INFO | movieclaw_api.access | method=GET path=/api/v1/ui/discovery/movie status_code=200 duration_ms=2.98 message=request completed
2026-09-13 10:06:21 | INFO | movieclaw_api.access | method=GET path=/api/v1/ui/preferences status_code=200 duration_ms=0.84 message=request completed
2026-09-13 10:06:21 | INFO | movieclaw_api.access | method=GET path=/api/v1/system/notices status_code=200 duration_ms=6.08 message=request completed
2026-09-13 10:06:21 | INFO | movieclaw_api.access | method=GET path=/api/v1/subscriptions status_code=200 duration_ms=3.06 message=request completed
2026-09-13 10:06:21 | INFO | movieclaw_api.access | method=GET path=/api/v1/sessions status_code=200 duration_ms=5.32 message=request completed
2026-09-13 10:06:21 | INFO | movieclaw_api.access | method=GET path=/api/v1/appearance status_code=200 duration_ms=1.16 message=request completed
2026-09-13 10:06:21 | INFO | movieclaw_api.access | method=GET path=/api/v1/search/presets status_code=200 duration_ms=0.78 message=request completed
2026-09-13 10:06:21 | INFO | movieclaw_api.access | method=GET path=/api/v1/llm/providers status_code=200 duration_ms=5.33 message=request completed
2026-09-13 10:06:21 | INFO | movieclaw_api.access | method=GET path=/api/v1/jobs status_code=200 duration_ms=4.17 message=request completed
2026-09-13 10:06:21 | INFO | movieclaw_api.access | method=GET path=/api/v1/jobs status_code=200 duration_ms=4.97 message=request completed
2026-09-13 10:06:22 | INFO | movieclaw_api.access | method=GET path=/api/v1/downloaders/tasks status_code=200 duration_ms=346.70 message=request completed
2026-09-13 10:06:22 | INFO | httpx | HTTP Request: GET https://api.themoviedb.org/3/genre/movie/list?language=zh-CN&api_key=2caf0fff45b5596eab5fab46e9e466e7 "HTTP/1.1 200 OK"
2026-09-13 10:06:23 | INFO | httpx | HTTP Request: GET https://api.themoviedb.org/3/trending/movie/week?language=zh-CN&api_key=2caf0fff45b5596eab5fab46e9e466e7 "HTTP/1.1 200 OK"
2026-09-13 10:06:23 | INFO | movieclaw_api.access | method=GET path=/api/v1/discover/collections/tmdb:movie:featured-weekly/titles status_code=200 duration_ms=1324.65 message=request completed
2026-09-13 10:06:23 | INFO | httpx | HTTP Request: GET https://api.themoviedb.org/3/discover/movie?language=zh-CN&primary_release_date.gte=2024-09-13&primary_release_date.lte=2026-09-13&sort_by=vote_average.desc&vote_count.gte=300&page=1&api_key=2caf0fff45b5596eab5fab46e9e466e7 "HTTP/1.1 200 OK"
2026-09-13 10:06:23 | INFO | movieclaw_api.access | method=GET path=/api/v1/discover/collections/tmdb:movie:recent-acclaimed/titles status_code=200 duration_ms=230.14 message=request completed
2026-09-13 10:06:23 | INFO | httpx | HTTP Request: GET https://api.themoviedb.org/3/movie/upcoming?language=zh-CN&region=CN&page=1&api_key=2caf0fff45b5596eab5fab46e9e466e7 "HTTP/1.1 200 OK"
2026-09-13 10:06:23 | INFO | httpx | HTTP Request: GET https://api.themoviedb.org/3/movie/popular?language=zh-CN&page=1&api_key=2caf0fff45b5596eab5fab46e9e466e7 "HTTP/1.1 200 OK"
2026-09-13 10:06:23 | INFO | movieclaw_api.access | method=GET path=/api/v1/discover/collections/tmdb:movie:upcoming/titles status_code=200 duration_ms=1358.54 message=request completed
2026-09-13 10:06:23 | INFO | movieclaw_api.access | method=GET path=/api/v1/discover/collections/tmdb:movie:popular/titles status_code=200 duration_ms=1348.13 message=request completed
2026-09-13 10:06:23 | INFO | httpx | HTTP Request: GET https://api.themoviedb.org/3/movie/now_playing?language=zh-CN&region=CN&page=1&api_key=2caf0fff45b5596eab5fab46e9e466e7 "HTTP/1.1 200 OK"
2026-09-13 10:06:23 | INFO | httpx | HTTP Request: GET https://api.themoviedb.org/3/trending/movie/day?language=zh-CN&page=1&api_key=2caf0fff45b5596eab5fab46e9e466e7 "HTTP/1.1 200 OK"
2026-09-13 10:06:23 | INFO | movieclaw_api.access | method=GET path=/api/v1/discover/collections/tmdb:movie:now-playing/titles status_code=200 duration_ms=1397.74 message=request completed
